name,address,phone,website,rating,review_count,photo_count,types,opening_hours,hours_open_now,url,place_id,latitude,longitude,maps_url
Johnny's Concrete Cut n curb coring,"S 3rd St, El Cajon, CA 92019, USA",+1 619-838-6994,,5,57,10,"establishment, general_contractor, point_of_interest","{""open_now"": true, ""periods"": [{""close"": {""day"": 1, ""time"": ""2100""}, ""open"": {""day"": 1, ""time"": ""0700""}}, {""close"": {""day"": 2, ""time"": ""2100""}, ""open"": {""day"": 2, ""time"": ""0700""}}, {""close"": {""day"": 3, ""time"": ""2100""}, ""open"": {""day"": 3, ""time"": ""0700""}}, {""close"": {""day"": 4, ""time"": ""2100""}, ""open"": {""day"": 4, ""time"": ""0700""}}, {""close"": {""day"": 5, ""time"": ""2100""}, ""open"": {""day"": 5, ""time"": ""0700""}}, {""close"": {""day"": 6, ""time"": ""2100""}, ""open"": {""day"": 6, ""time"": ""0700""}}], ""weekday_text"": [""Monday: 7:00\u202fAM\u2009\u2013\u20099:00\u202fPM"", ""Tuesday: 7:00\u202fAM\u2009\u2013\u20099:00\u202fPM"", ""Wednesday: 7:00\u202fAM\u2009\u2013\u20099:00\u202fPM"", ""Thursday: 7:00\u202fAM\u2009\u2013\u20099:00\u202fPM"", ""Friday: 7:00\u202fAM\u2009\u2013\u20099:00\u202fPM"", ""Saturday: 7:00\u202fAM\u2009\u2013\u20099:00\u202fPM"", ""Sunday: Closed""]}",True,https://maps.google.com/?cid=16730118921105217784,ChIJw0adeTlZ2YAR-JiEzoRSLeg,32.7993182,-116.9269813,https://maps.google.com/?cid=16730118921105217784
Brikho Construction | General Contractors San Diego,"2739 Via Orange Way #115, Spring Valley, CA 91978, USA",+1 858-946-5874,,4.9,34,9,"establishment, general_contractor, point_of_interest","{""open_now"": true, ""periods"": [{""open"": {""day"": 0, ""time"": ""0000""}}], ""weekday_text"": [""Monday: Open 24 hours"", ""Tuesday: Open 24 hours"", ""Wednesday: Open 24 hours"", ""Thursday: Open 24 hours"", ""Friday: Open 24 hours"", ""Saturday: Open 24 hours"", ""Sunday: Open 24 hours""]}",True,https://maps.google.com/?cid=6796445673041829672,ChIJv6lN0HlV2YARKB_mnFTTUV4,32.7301234,-116.9685472,https://maps.google.com/?cid=6796445673041829672
Retaining Wall Builder Contractors,"1000 Broadway #20, San Diego, CA 92101, USA",+1 910-600-0510,,5,2,0,"establishment, point_of_interest","{""open_now"": true, ""periods"": [{""close"": {""day"": 0, ""time"": ""2100""}, ""open"": {""day"": 0, ""time"": ""0700""}}, {""close"": {""day"": 1, ""time"": ""2100""}, ""open"": {""day"": 1, ""time"": ""0700""}}, {""close"": {""day"": 2, ""time"": ""2100""}, ""open"": {""day"": 2, ""time"": ""0700""}}, {""close"": {""day"": 3, ""time"": ""2100""}, ""open"": {""day"": 3, ""time"": ""0700""}}, {""close"": {""day"": 4, ""time"": ""2100""}, ""open"": {""day"": 4, ""time"": ""0700""}}, {""close"": {""day"": 5, ""time"": ""2100""}, ""open"": {""day"": 5, ""time"": ""0700""}}, {""close"": {""day"": 6, ""time"": ""2100""}, ""open"": {""day"": 6, ""time"": ""0700""}}], ""weekday_text"": [""Monday: 7:00\u202fAM\u2009\u2013\u20099:00\u202fPM"", ""Tuesday: 7:00\u202fAM\u2009\u2013\u20099:00\u202fPM"", ""Wednesday: 7:00\u202fAM\u2009\u2013\u20099:00\u202fPM"", ""Thursday: 7:00\u202fAM\u2009\u2013\u20099:00\u202fPM"", ""Friday: 7:00\u202fAM\u2009\u2013\u20099:00\u202fPM"", ""Saturday: 7:00\u202fAM\u2009\u2013\u20099:00\u202fPM"", ""Sunday: 7:00\u202fAM\u2009\u2013\u20099:00\u202fPM""]}",True,https://maps.google.com/?cid=13294739614088326915,ChIJXSVPnqpT2YARA28Mjz1ngLg,32.7159407,-117.1554462,https://maps.google.com/?cid=13294739614088326915
Costa Del Sol Landscape Construction,"11153 Acaso Way, San Diego, CA 92126, USA",+1 619-279-6478,,4.2,5,10,"establishment, general_contractor, point_of_interest","{""open_now"": true, ""periods"": [{""close"": {""day"": 0, ""time"": ""1800""}, ""open"": {""day"": 0, ""time"": ""0700""}}, {""close"": {""day"": 1, ""time"": ""1800""}, ""open"": {""day"": 1, ""time"": ""0700""}}, {""close"": {""day"": 2, ""time"": ""1800""}, ""open"": {""day"": 2, ""time"": ""0700""}}, {""close"": {""day"": 3, ""time"": ""1800""}, ""open"": {""day"": 3, ""time"": ""0700""}}, {""close"": {""day"": 4, ""time"": ""1800""}, ""open"": {""day"": 4, ""time"": ""0700""}}, {""close"": {""day"": 5, ""time"": ""1800""}, ""open"": {""day"": 5, ""time"": ""0700""}}, {""close"": {""day"": 6, ""time"": ""1800""}, ""open"": {""day"": 6, ""time"": ""0700""}}], ""weekday_text"": [""Monday: 7:00\u202fAM\u2009\u2013\u20096:00\u202fPM"", ""Tuesday: 7:00\u202fAM\u2009\u2013\u20096:00\u202fPM"", ""Wednesday: 7:00\u202fAM\u2009\u2013\u20096:00\u202fPM"", ""Thursday: 7:00\u202fAM\u2009\u2013\u20096:00\u202fPM"", ""Friday: 7:00\u202fAM\u2009\u2013\u20096:00\u202fPM"", ""Saturday: 7:00\u202fAM\u2009\u2013\u20096:00\u202fPM"", ""Sunday: 7:00\u202fAM\u2009\u2013\u20096:00\u202fPM""]}",True,https://maps.google.com/?cid=4603717448540668176,ChIJAQCkDmL424AREMGIvqCw4z8,32.9249141,-117.1569666,https://maps.google.com/?cid=4603717448540668176
JB Masonry,"1802 E Madison Ave, El Cajon, CA 92019, USA",+1 858-339-4770,,5,1,0,"establishment, general_contractor, point_of_interest","{""open_now"": true, ""periods"": [{""close"": {""day"": 1, ""time"": ""1700""}, ""open"": {""day"": 1, ""time"": ""0800""}}, {""close"": {""day"": 2, ""time"": ""1700""}, ""open"": {""day"": 2, ""time"": ""0800""}}, {""close"": {""day"": 3, ""time"": ""1700""}, ""open"": {""day"": 3, ""time"": ""0800""}}, {""close"": {""day"": 4, ""time"": ""1700""}, ""open"": {""day"": 4, ""time"": ""0800""}}, {""close"": {""day"": 5, ""time"": ""1700""}, ""open"": {""day"": 5, ""time"": ""0800""}}], ""weekday_text"": [""Monday: 8:00\u202fAM\u2009\u2013\u20095:00\u202fPM"", ""Tuesday: 8:00\u202fAM\u2009\u2013\u20095:00\u202fPM"", ""Wednesday: 8:00\u202fAM\u2009\u2013\u20095:00\u202fPM"", ""Thursday: 8:00\u202fAM\u2009\u2013\u20095:00\u202fPM"", ""Friday: 8:00\u202fAM\u2009\u2013\u20095:00\u202fPM"", ""Saturday: Closed"", ""Sunday: Closed""]}",True,https://maps.google.com/?cid=4735073765582396080,ChIJbeIusJJZ2YARsFrPloBctkE,32.8013797,-116.9106332,https://maps.google.com/?cid=4735073765582396080
Martz Masonry Inc,"594 Caminito a Casa #2, San Marcos, CA 92078, USA",+1 760-744-5255,,5,4,5,"establishment, general_contractor, point_of_interest","{""open_now"": true, ""periods"": [{""close"": {""day"": 1, ""time"": ""1700""}, ""open"": {""day"": 1, ""time"": ""0800""}}, {""close"": {""day"": 2, ""time"": ""1700""}, ""open"": {""day"": 2, ""time"": ""0800""}}, {""close"": {""day"": 3, ""time"": ""1700""}, ""open"": {""day"": 3, ""time"": ""0800""}}, {""close"": {""day"": 4, ""time"": ""1700""}, ""open"": {""day"": 4, ""time"": ""0800""}}, {""close"": {""day"": 5, ""time"": ""1700""}, ""open"": {""day"": 5, ""time"": ""0800""}}, {""close"": {""day"": 6, ""time"": ""1700""}, ""open"": {""day"": 6, ""time"": ""0800""}}], ""weekday_text"": [""Monday: 8:00\u202fAM\u2009\u2013\u20095:00\u202fPM"", ""Tuesday: 8:00\u202fAM\u2009\u2013\u20095:00\u202fPM"", ""Wednesday: 8:00\u202fAM\u2009\u2013\u20095:00\u202fPM"", ""Thursday: 8:00\u202fAM\u2009\u2013\u20095:00\u202fPM"", ""Friday: 8:00\u202fAM\u2009\u2013\u20095:00\u202fPM"", ""Saturday: 8:00\u202fAM\u2009\u2013\u20095:00\u202fPM"", ""Sunday: Closed""]}",True,https://maps.google.com/?cid=1029484759962545848,ChIJO0aG2DD124ARuO4-S-92SQ4,33.1283228,-117.1434123,https://maps.google.com/?cid=1029484759962545848
Vic Ross's Masonry,"3451 Pickwick St, San Diego, CA 92102, USA",+1 619-232-0323,,5,1,0,"establishment, general_contractor, point_of_interest",{},Unknown,https://maps.google.com/?cid=9156870905395047118,ChIJFR6xvIRT2YARzmouwpK9E38,32.71504420000001,-117.1198504,https://maps.google.com/?cid=9156870905395047118
Lyons & Sons Masonry,"15949 Olde Hwy 80, El Cajon, CA 92021, USA",+1 619-334-6205,,5,3,0,"establishment, general_contractor, point_of_interest",{},Unknown,https://maps.google.com/?cid=6961078794280624042,ChIJF6k_BZVf2YARqt-ZMki4mmA,32.8576789,-116.8231589,https://maps.google.com/?cid=6961078794280624042
cortes masonry construction,"950 Arcadia Ave #33, Vista, CA 92083, USA",+1 760-415-7709,,5,1,6,"establishment, general_contractor, point_of_interest","{""open_now"": true, ""periods"": [{""close"": {""day"": 1, ""time"": ""1800""}, ""open"": {""day"": 1, ""time"": ""0800""}}, {""close"": {""day"": 2, ""time"": ""1800""}, ""open"": {""day"": 2, ""time"": ""0800""}}, {""close"": {""day"": 3, ""time"": ""1800""}, ""open"": {""day"": 3, ""time"": ""0800""}}, {""close"": {""day"": 4, ""time"": ""1800""}, ""open"": {""day"": 4, ""time"": ""0800""}}, {""close"": {""day"": 5, ""time"": ""1500""}, ""open"": {""day"": 5, ""time"": ""0800""}}, {""close"": {""day"": 6, ""time"": ""1400""}, ""open"": {""day"": 6, ""time"": ""0900""}}], ""weekday_text"": [""Monday: 8:00\u202fAM\u2009\u2013\u20096:00\u202fPM"", ""Tuesday: 8:00\u202fAM\u2009\u2013\u20096:00\u202fPM"", ""Wednesday: 8:00\u202fAM\u2009\u2013\u20096:00\u202fPM"", ""Thursday: 8:00\u202fAM\u2009\u2013\u20096:00\u202fPM"", ""Friday: 8:00\u202fAM\u2009\u2013\u20093:00\u202fPM"", ""Saturday: 9:00\u202fAM\u2009\u2013\u20092:00\u202fPM"", ""Sunday: Closed""]}",True,https://maps.google.com/?cid=16475938747383060321,ChIJQQ4ObKx33IARYZfcWv9KpuQ,33.2255574,-117.2287308,https://maps.google.com/?cid=16475938747383060321
ASF Masonry,"111 Requeza St, Encinitas, CA 92024, USA",+1 760-815-9088,,5,6,10,"establishment, general_contractor, point_of_interest","{""open_now"": true, ""periods"": [{""close"": {""day"": 1, ""time"": ""1900""}, ""open"": {""day"": 1, ""time"": ""0700""}}, {""close"": {""day"": 2, ""time"": ""1900""}, ""open"": {""day"": 2, ""time"": ""0700""}}, {""close"": {""day"": 3, ""time"": ""1900""}, ""open"": {""day"": 3, ""time"": ""0700""}}, {""close"": {""day"": 4, ""time"": ""1900""}, ""open"": {""day"": 4, ""time"": ""0700""}}, {""close"": {""day"": 5, ""time"": ""1900""}, ""open"": {""day"": 5, ""time"": ""0700""}}], ""weekday_text"": [""Monday: 7:00\u202fAM\u2009\u2013\u20097:00\u202fPM"", ""Tuesday: 7:00\u202fAM\u2009\u2013\u20097:00\u202fPM"", ""Wednesday: 7:00\u202fAM\u2009\u2013\u20097:00\u202fPM"", ""Thursday: 7:00\u202fAM\u2009\u2013\u20097:00\u202fPM"", ""Friday: 7:00\u202fAM\u2009\u2013\u20097:00\u202fPM"", ""Saturday: Closed"", ""Sunday: Closed""]}",True,https://maps.google.com/?cid=15184020115955829963,ChIJxQgcvnIM3IARy8zu2dh5uNI,33.0433835,-117.2900966,https://maps.google.com/?cid=15184020115955829963
